U$33	347.73	86.11	90.00	LTC6081	MSOP-8_MS
U$34	357.63	16.26	0.00	LTC6081	MSOP-8_MS
U$35	363.47	85.60	90.00	LTC6081	MSOP-8_MS
U$36	307.09	9.40	0.00	MCP2551	SOIC-08
U$37	333.76	10.67	270.00	MCP6002SOIC	SOIC-08
U$38	300.99	63.75	90.00	LTC6081	MSOP-8_MS
U$39	292.10	51.31	180.00	LTC6081	MSOP-8_MS
U$40	357.12	59.94	0.00	LTC6081	MSOP-8_MS
U$41	314.71	86.61	90.00	LTC6081	MSOP-8_MS
U$5	42.16	63.75	90.00	LTC6081	MSOP-8_MS
U$6	33.27	51.31	180.00	LTC6081	MSOP-8_MS
U$8	98.30	59.94	0.00	LTC6081	MSOP-8_MS
U$9	55.88	86.61	90.00	LTC6081	MSOP-8_MS
U1	12.70	27.18	270.00	MAX31855KASA+	21-0041B_8
